gene_name	transcript	strand	tx_start	tx_end	tx_len	cds_start	cds_end	exon_count	exon_starts	exon_ends	exon_lengths
XRCC6	NM_001288978	+	41621162	41664048	42886	41622041	41663815	12	41621162,41621989,41636112,41636515,41637607,41646895,41650722,41653528,41656902,41658251,41661330,41663621	41621345,41622086,41636251,41636770,41637791,41647082,41650891,41653690,41657032,41658352,41661444,41664048	183,97,139,255,184,187,169,162,130,101,114,427
SNU13	NM_005008	-	41673932	41688867	14935	41674932	41682358	4	41673932,41680243,41682355,41688793	41675195,41680364,41682587,41688867	1263,121,232,74
C22orf46	NR_160905	+	41688936	41698136	9200	41698136	41698136	4	41688936,41690783,41693462,41693937	41689304,41690843,41693851,41698136	368,60,389,4199
MEI1	NM_152513	+	41699502	41799454	99952	41699538	41799299	31	41699502,41703330,41705503,41714001,41716040,41718070,41723942,41729664,41730520,41732244,41732468,41743079,41744972,41745884,41748106,41752590,41753948,41758364,41763173,41770685,41776101,41778707,41781283,41781684,41784338,41784607,41793828,41794370,41795410,41795734,41799253	41699712,41703454,41705554,41714075,41716146,41718274,41724073,41729779,41730637,41732344,41732603,41743194,41745064,41746026,41748218,41752651,41754046,41758533,41763321,41770961,41776267,41778812,41781394,41781845,41784420,41784783,41793910,41794477,41795542,41795847,41799454	210,124,51,74,106,204,131,115,117,100,135,115,92,142,112,61,98,169,148,276,166,105,111,161,82,176,82,107,132,113,201
CCDC134	NM_001304797	+	41800678	41832164	31486	41808890	41825823	4	41800678,41808874,41809878,41825697	41800766,41808993,41810000,41832164	88,119,122,6467
SREBF2-AS1	NR_157279	-	41827480	41834665	7185	41834665	41834665	2	41827480,41834442	41833980,41834665	6500,223
SREBF2	NM_004599	+	41833104	41907305	74201	41833270	41905660	19	41833104,41866830,41868610,41870888,41873797,41875336,41875542,41877228,41877941,41880715,41884841,41893116,41894819,41897051,41898648,41900329,41902969,41904862,41905439	41833358,41867280,41868792,41871035,41874019,41875451,41875724,41877421,41878123,41880992,41885011,41893285,41894937,41897161,41898781,41900498,41903155,41904974,41907305	254,450,182,147,222,115,182,193,182,277,170,169,118,110,133,169,186,112,1866
MIR33A	NR_029507	+	41900943	41901012	69	41901012	41901012	1	41900943	41901012	69
SHISA8	NM_001207020	-	41909535	41915095	5560	41909764	41914667	4	41909535,41910407,41911215,41914137	41910147,41910554,41911349,41915095	612,147,134,958
TNFRSF13C	NM_052945	-	41922031	41926806	4775	41925366	41926773	3	41922031,41926100,41926637	41925554,41926331,41926806	3523,231,169
MIR378I	NR_039760	-	41923221	41923297	76	41923297	41923297	1	41923221	41923297	76
CENPM	NM_001002876	-	41938720	41947164	8444	41939182	41947076	5	41938720,41945224,41945912,41946416,41947019	41939196,41945304,41946005,41946496,41947164	476,80,93,80,145
LINC00634	NR_024355	+	41952186	41958942	6756	41958942	41958942	2	41952186,41957671	41952421,41958942	235,1271
SEPTIN3	NM_001363845	+	41969442	41998221	28779	41971492	41996967	12	41969442,41971473,41981644,41985983,41987205,41987621,41989566,41991572,41992663,41994289,41994620,41996901	41969677,41972996,41981836,41986112,41987287,41987759,41989684,41991668,41992763,41994341,41994714,41998221	235,1523,192,129,82,138,118,96,100,52,94,1320
WBP2NL	NM_152613	+	41998787	42028473	29686	41998818	42027181	6	41998787,42019310,42019661,42020003,42022248,42026765	41998880,42019419,42019803,42020096,42022356,42028473	93,109,142,93,108,1708
NAGA	NM_001362848	-	42058333	42070842	12509	42060278	42070297	10	42058333,42060923,42062826,42065737,42066709,42067112,42067764,42068438,42070281,42070762	42060413,42061067,42063024,42065899,42066804,42067290,42067936,42068574,42070373,42070842	2080,144,198,162,95,178,172,136,92,80
PHETA2	NM_001002034	+	42074247	42079438	5191	42077293	42078073	3	42074247,42075570,42077279	42074341,42075652,42079438	94,82,2159
SMDT1	NR_146715	+	42079690	42084284	4594	42084284	42084284	3	42079690,42081924,42083118	42079905,42082065,42084284	215,141,1166
NDUFA6	NM_002490	-	42085525	42090772	5247	42086182	42090744	3	42085525,42087059,42090605	42086314,42087175,42090772	789,116,167
NDUFA6-DT	NR_034118	+	42090932	42125349	34417	42125349	42125349	5	42090932,42091296,42092118,42124046,42124874	42091181,42091600,42092232,42124562,42125349	249,304,114,516,475
LOC101929829	NR_111920	-	42126498	42130881	4383	42130881	42130881	9	42126498,42126850,42127446,42127841,42128173,42128783,42129032,42129737,42130611	42126752,42126992,42127634,42127983,42128350,42128943,42129185,42129909,42130881	254,142,188,142,177,160,153,172,270
CYP2D6	NM_000106	-	42126498	42130810	4312	42126573	42130791	9	42126498,42126850,42127446,42127841,42128173,42128783,42129032,42129737,42130611	42126752,42126992,42127634,42127983,42128350,42128944,42129185,42129909,42130810	254,142,188,142,177,161,153,172,199
CYP2D7	NM_001348386	-	42139575	42144483	4908	42140277	42144464	10	42139575,42140554,42141151,42141533,42141867,42142478,42142727,42143409,42144283,42144327	42140456,42140696,42141396,42141675,42142044,42142639,42142880,42143581,42144326,42144483	881,142,245,142,177,161,153,172,43,156
TCF20	NM_005650	-	42160012	42283927	123915	42168652	42215305	6	42160012,42168608,42169846,42179608,42209650,42283826	42161358,42168736,42169896,42179702,42215341,42283927	1346,128,50,94,5691,101
OGFRP1	NR_036498	+	42269752	42274862	5110	42274862	42274862	2	42269752,42273893	42270025,42274862	273,969
LINC01315	NR_120595	-	42364399	42369208	4809	42369208	42369208	2	42364399,42368714	42365144,42369208	745,494
NFAM1	NM_001371362	-	42380407	42437986	57579	42385160	42411701	8	42380407,42386988,42397857,42409434,42411406,42436955,42437341,42437687	42385220,42387078,42397956,42409547,42411736,42437095,42437519,42437986	4813,90,99,113,330,140,178,299
SERHL	NR_027786	+	42500578	42512560	11982	42512560	42512560	11	42500578,42501624,42501918,42502350,42502748,42503198,42505032,42509027,42510630,42511815,42512117	42500692,42501774,42502032,42502392,42502768,42503273,42505142,42509110,42510724,42511927,42512560	114,150,114,42,20,75,110,83,94,112,443
RRP7A	NM_015703	-	42508343	42519796	11453	42512909	42519786	7	42508343,42514105,42514681,42515150,42516010,42518004,42519713	42512995,42514304,42514779,42515268,42516136,42518147,42519796	4652,199,98,118,126,143,83
SERHL2	NM_001284334	+	42553955	42574382	20427	42554020	42574055	10	42553955,42555231,42556063,42556513,42558347,42560185,42566303,42571120,42572435,42573935	42554042,42555345,42556083,42556588,42558457,42560265,42566338,42571203,42572529,42574382	87,114,20,75,110,80,35,83,94,447
RRP7BP	NR_002184	-	42573259	42582011	8752	42582011	42582011	7	42573259,42575930,42576511,42576980,42577843,42580216,42581928	42574818,42576126,42576609,42577098,42577962,42580359,42582011	1559,196,98,118,119,143,83
POLDIP3	NM_001278657	-	42583720	42614962	31242	42585790	42614857	9	42583720,42587505,42591954,42595536,42596185,42599697,42601969,42602769,42614798	42585968,42587572,42592084,42595614,42596365,42599793,42602107,42603160,42614962	2248,67,130,78,180,96,138,391,164
RNU12	NR_029422	+	42615244	42615393	149	42615393	42615393	1	42615244	42615393	149
CYB5R3	NM_000398	-	42617839	42649392	31553	42619772	42649315	9	42617839,42623788,42627303,42627604,42628151,42630881,42631377,42636714,42649294	42619945,42623888,42627389,42627688,42628281,42630988,42631450,42636846,42649392	2106,100,86,84,130,107,73,132,98
ATP5MGL	NM_001165877	-	42639802	42640601	799	42639971	42640274	1	42639802	42640601	799
A4GALT	NM_001318038	-	42692111	42721301	29190	42692889	42693951	3	42692111,42695490,42721164	42693997,42695631,42721301	1886,141,137
ARFGAP3	NM_014570	-	42796502	42857273	60771	42797587	42857182	16	42796502,42799038,42807072,42808766,42810812,42817141,42817728,42822269,42823655,42826939,42831548,42834241,42835361,42840943,42847513,42857113	42797605,42799160,42807163,42808890,42810944,42817264,42817857,42822409,42823702,42826999,42831636,42834325,42835493,42841016,42847632,42857273	1103,122,91,124,132,123,129,140,47,60,88,84,132,73,119,160
PACSIN2	NM_001349971	-	42869765	43015176	145411	42871356	42912080	11	42869765,42876136,42879047,42882173,42882182,42884385,42888642,42890946,42893456,42912020,43015020	42871469,42876333,42879166,42882181,42882304,42884561,42888798,42891182,42893613,42912157,43015176	1704,197,119,8,122,176,156,236,157,137,156
TTLL1-AS1	NR_125362	+	43038584	43052365	13781	43052365	43052365	3	43038584,43041210,43052054	43040264,43041301,43052365	1680,91,311
TTLL1	NR_027779	-	43039515	43089428	49913	43089428	43089428	12	43039515,43046409,43051800,43059383,43063812,43064189,43068409,43069603,43070170,43075473,43079901,43089276	43039905,43046573,43051887,43059527,43063921,43064324,43068590,43069844,43070242,43075590,43079986,43089428	390,164,87,144,109,135,181,241,72,117,85,152
BIK	NM_001197	+	43110749	43129712	18963	43124022	43129305	5	43110749,43124015,43127696,43128495,43129212	43110803,43124183,43127795,43128625,43129712	54,168,99,130,500
MCAT	NM_014507	-	43132205	43143397	11192	43133454	43143348	3	43132205,43141161,43142925	43133486,43141249,43143397	1281,88,472
TSPO	NM_000714	+	43151558	43163242	11684	43159238	43162991	4	43151558,43159209,43161051,43162802	43151604,43159420,43161190,43163242	46,211,139,440
TTLL12	NM_015140	-	43166621	43187134	20513	43168007	43187069	14	43166621,43168773,43169499,43171818,43172402,43173714,43174208,43174498,43176319,43179618,43179840,43180741,43182979,43186892	43168159,43168912,43169568,43171900,43172554,43173826,43174403,43174615,43176396,43179752,43180000,43180940,43183149,43187134	1538,139,69,82,152,112,195,117,77,134,160,199,170,242
SCUBE1	NM_173050	-	43197280	43343372	146092	43203996	43343261	22	43197280,43207533,43208071,43210042,43210921,43212424,43214089,43218254,43220449,43221172,43222637,43223096,43227373,43229071,43231752,43238837,43258218,43262719,43291045,43319936,43339103,43343173	43204149,43207613,43208224,43210240,43211083,43212592,43214251,43218458,43220587,43221289,43222742,43223216,43227496,43229188,43231875,43238954,43258335,43262845,43291180,43320065,43339235,43343372	6869,80,153,198,162,168,162,204,138,117,105,120,123,117,123,117,117,126,135,129,132,199
SCUBE1-AS2	NR_134632	+	43212673	43213661	988	43213661	43213661	2	43212673,43213154	43212697,43213661	24,507
SCUBE1-AS1	NR_134582	+	43275941	43283826	7885	43283826	43283826	2	43275941,43281936	43276011,43283826	70,1890
LINC01639	NR_146918	+	43400330	43409681	9351	43409681	43409681	4	43400330,43402104,43404778,43409085	43400454,43402231,43404882,43409681	124,127,104,596
MPPED1	NM_001044370	+	43412013	43507848	95835	43424985	43505616	7	43412013,43424907,43435033,43474735,43498234,43502643,43505497	43412158,43425209,43435215,43474961,43498350,43502757,43507848	145,302,182,226,116,114,2351
EFCAB6-AS1	NR_046563	+	43516253	43536605	20352	43536605	43536605	3	43516253,43518476,43534852	43516376,43518597,43536605	123,121,1753
EFCAB6	NM_022785	-	43528777	43812305	283528	43528852	43782318	32	43528777,43530814,43534687,43537376,43540126,43554868,43576296,43580463,43590073,43600068,43608481,43615825,43626446,43632104,43635101,43667103,43668871,43671972,43672245,43677995,43683746,43687470,43711474,43716847,43731698,43735856,43755765,43765304,43772891,43782179,43808994,43812167	43528975,43530964,43534872,43537545,43540357,43555096,43576488,43580659,43590229,43600263,43608600,43615922,43626679,43632238,43635216,43667272,43669045,43672133,43672305,43678163,43683855,43687581,43711623,43716972,43731811,43735993,43755832,43765393,43773103,43782325,43809131,43812305	198,150,185,169,231,228,192,196,156,195,119,97,233,134,115,169,174,161,60,168,109,111,149,125,113,137,67,89,212,146,137,138
SULT4A1	NM_014351	-	43824508	43862513	38005	43826000	43862382	7	43824508,43829059,43833639,43838866,43839944,43841801,43862213	43826113,43829198,43833734,43838993,43840025,43841932,43862513	1605,139,95,127,81,131,300
PNPLA5	NM_138814	-	43879677	43892013	12336	43880794	43891880	9	43879677,43881557,43884212,43886302,43887590,43889324,43889798,43891061,43891687	43880885,43881674,43884345,43886488,43887647,43889538,43889864,43891294,43892013	1208,117,133,186,57,214,66,233,326
PNPLA3	NM_025225	+	43923804	43947582	23778	43923911	43946382	9	43923804,43926934,43928823,43932877,43934605,43937050,43939992,43944690,43946153	43924098,43927167,43928889,43933087,43934666,43937272,43940125,43944795,43947582	294,233,66,210,61,222,133,105,1429
SAMM50	NM_015380	+	43955441	43996529	41088	43955577	43996383	15	43955441,43963285,43964451,43968730,43972235,43972870,43973235,43976054,43976749,43977871,43981390,43983932,43989110,43990264,43996337	43955598,43963396,43964553,43968818,43972342,43973001,43973323,43976183,43976821,43977958,43981461,43984000,43989257,43990406,43996529	157,111,102,88,107,131,88,129,72,87,71,68,147,142,192
PARVB	NM_001003828	+	43999210	44169232	170022	43999340	44168678	14	43999210,43999533,44093927,44100052,44119037,44131486,44132893,44136459,44140123,44147860,44151482,44157981,44163857,44168601	43999411,43999673,44094017,44100123,44119140,44131627,44133009,44136518,44140143,44147922,44151551,44158083,44163930,44169232	201,140,90,71,103,141,116,59,20,62,69,102,73,631
PARVG	NM_001137605	+	44172955	44208469	35514	44183329	44206426	14	44172955,44181741,44183317,44185807,44187775,44189113,44190550,44192048,44193800,44196154,44196346,44198620,44205756,44206316	44173191,44181917,44183408,44185872,44187878,44189254,44190666,44192104,44193823,44196213,44196415,44198722,44205829,44208469	236,176,91,65,103,141,116,56,23,59,69,102,73,2153
SHISAL1	NM_001099294	-	44243664	44312951	69287	44249684	44300945	5	44243664,44285427,44296671,44300878,44312750	44249685,44285745,44296885,44300977,44312951	6021,318,214,99,201
LINC01656	NR_109966	+	44443326	44444788	1462	44444788	44444788	3	44443326,44443641,44444383	44443401,44443791,44444788	75,150,405
RTL6	NM_032287	-	44492582	44498233	5651	44496836	44497556	2	44492582,44498043	44497811,44498233	5229,190
LINC00207	NR_028409	+	44569339	44572449	3110	44572449	44572449	5	44569339,44569596,44570499,44571375,44572038	44569441,44569663,44570588,44571492,44572449	102,67,89,117,411
LINC00229	NR_044991	-	44606327	44625419	19092	44625419	44625419	5	44606327,44606930,44622286,44622606,44625316	44606645,44607048,44622456,44622723,44625419	318,118,170,117,103
PRR5	NM_001017529	+	44668546	44737681	69135	44726597	44737247	8	44668546,44714590,44725243,44726576,44731729,44732250,44735026,44736771	44668805,44714671,44725292,44726634,44731821,44732391,44735162,44737681	259,81,49,58,92,141,136,910
PRR5-ARHGAP8	NM_181334	+	44702197	44862784	160587	44702474	44862595	15	44702197,44714590,44725243,44726576,44786456,44802076,44808306,44814671,44822370,44825482,44845268,44847972,44848931,44859730,44862274	44702608,44714671,44725292,44726634,44786606,44802164,44808438,44814758,44822469,44825593,44845342,44848050,44849060,44859834,44862784	411,81,49,58,150,88,132,87,99,111,74,78,129,104,510
ARHGAP8	NM_001017526	+	44752557	44862784	110227	44786527	44862595	13	44752557,44786456,44802076,44808306,44809005,44814671,44822370,44825482,44845268,44847972,44848931,44859730,44862274	44752627,44786606,44802164,44808438,44809098,44814758,44822469,44825593,44845342,44848050,44849060,44859834,44862784	70,150,88,132,93,87,99,111,74,78,129,104,510
PHF21B	NM_001135862	-	44881162	45010005	128843	44883085	45009549	14	44881162,44885425,44885862,44887962,44889759,44891305,44893456,44896031,44913821,44916279,44920397,45008544,45009495,45009883	44883304,44885529,44885938,44888121,44889782,44891360,44893533,44896083,44913962,44916630,44920490,45008610,45009610,45010005	2142,104,76,159,23,55,77,52,141,351,93,66,115,122
LOC101927551	NR_147506	-	45000564	45003619	3055	45003619	45003619	3	45000564,45001866,45002864	45001286,45002022,45003619	722,156,755
NUP50-DT	NR_038956	-	45133757	45163781	30024	45163781	45163781	3	45133757,45138823,45163576	45134797,45138916,45163781	1040,93,205
NUP50	NM_007172	+	45163924	45188017	24093	45168177	45184655	8	45163924,45168167,45171599,45175893,45178237,45181285,45183401,45184452	45164296,45168246,45171683,45176080,45178900,45181367,45183520,45188017	372,79,84,187,663,82,119,3565
LOC105373064	NR_146602	-	45176241	45191612	15371	45191612	45191612	4	45176241,45189916,45190501,45191023	45176382,45190200,45190545,45191612	141,284,44,589
KIAA0930	NM_001009880	-	45192243	45240894	48651	45197175	45240703	10	45192243,45197789,45199872,45202989,45203844,45205216,45205629,45205792,45211955,45240639	45197216,45197948,45200035,45203184,45203985,45205318,45205707,45205912,45212107,45240894	4973,159,163,195,141,102,78,120,152,255
MIR1249	NR_031651	-	45200953	45201019	66	45201019	45201019	1	45200953	45201019	66
UPK3A	NM_006953	+	45284948	45295874	10926	45285013	45295719	6	45284948,45285940,45287171,45289060,45293180,45295559	45285065,45286096,45287451,45289143,45293313,45295874	117,156,280,83,133,315
FAM118A	NM_001104595	+	45308959	45341955	32996	45322379	45340405	10	45308959,45310027,45322370,45323174,45327841,45330602,45332424,45335349,45336327,45340385	45309650,45310183,45322426,45323427,45328063,45330731,45332710,45335382,45336411,45341955	691,156,56,253,222,129,286,33,84,1570
SMC1B	NM_001291501	-	45344063	45413599	69536	45344555	45413567	23	45344063,45345458,45353977,45354958,45358696,45359804,45361838,45362884,45369953,45371470,45372154,45383466,45386866,45389711,45393633,45394684,45396345,45399094,45402332,45406459,45406752,45408709,45413458	45344657,45345569,45354132,45355115,45358795,45359958,45361984,45363026,45370060,45371587,45372292,45383613,45387046,45389897,45393841,45394767,45396486,45399353,45402571,45406663,45406865,45408898,45413599	594,111,155,157,99,154,146,142,107,117,138,147,180,186,208,83,141,259,239,204,113,189,141
RIBC2	NM_015653	+	45413692	45432509	18817	45413886	45432362	7	45413692,45414321,45417601,45422289,45425947,45430899,45432283	45414015,45414403,45417946,45422408,45426175,45431066,45432509	323,82,345,119,228,167,226
FBLN1	NM_006486	+	45502882	45601135	98253	45502985	45600446	17	45502882,45518681,45525542,45527846,45531264,45533062,45533760,45535199,45541228,45542154,45543400,45547084,45548612,45550491,45574510,45576976,45600306	45503064,45518787,45525678,45528009,45531324,45533164,45533898,45535337,45541372,45542283,45543526,45547204,45548744,45550615,45574653,45577108,45601135	182,106,136,163,60,102,138,138,144,129,126,120,132,124,143,132,829
LINC01589	NR_131244	-	45604431	45605647	1216	45605647	45605647	2	45604431,45605400	45604758,45605647	327,247
ATXN10	NM_001167621	+	45671797	45845307	173510	45672063	45843671	11	45671797,45692995,45700281,45702688,45718412,45729424,45738730,45740368,45806958,45842990,45843668	45672179,45693078,45700378,45702847,45718493,45729590,45738839,45740538,45807022,45843178,45845307	382,83,97,159,81,166,109,170,64,188,1639
MIR4762	NR_039919	+	45760523	45760598	75	45760598	45760598	1	45760523	45760598	75
WNT7B	NM_058238	-	45920365	45977162	56797	45922855	45976754	4	45920365,45931097,45949919,45976683	45923335,45931369,45950146,45977162	2970,272,227,479
LOC730668	NR_027240	+	46006615	46010777	4162	46010777	46010777	1	46006615	46010777	4162
LINC00899	NR_027036	-	46039906	46044868	4962	46044868	46044868	4	46039906,46042573,46043562,46044608	46041052,46042640,46043699,46044868	1146,67,137,260
PRR34	NR_165243	-	46048530	46054225	5695	46054225	46054225	2	46048530,46053749	46051899,46054225	3369,476
PRR34-AS1	NR_027034	+	46053845	46058522	4677	46058522	46058522	3	46053845,46056846,46057061	46053920,46056945,46058522	75,99,1461
LOC642648	NR_148973	-	46064650	46071021	6371	46071021	46071021	2	46064650,46070638	46067871,46071021	3221,383
MIRLET7BHG	NR_027033	+	46085996	46113928	27932	46113928	46113928	6	46085996,46097925,46098493,46103191,46109266,46109670	46086160,46098010,46098558,46103249,46109353,46113928	164,85,65,58,87,4258
MIR3619	NR_037413	+	46091043	46091126	83	46091126	46091126	1	46091043	46091126	83
MIRLET7A3	NR_029478	+	46112748	46112822	74	46112822	46112822	1	46112748	46112822	74
MIR4763	NR_039920	+	46113565	46113657	92	46113657	46113657	1	46113565	46113657	92
MIRLET7B	NR_029479	+	46113685	46113768	83	46113768	46113768	1	46113685	46113768	83
PPARA	NM_001362872	+	46150525	46243755	93230	46198383	46235380	9	46150525,46151887,46176752,46198344,46215172,46218262,46219811,46231791,46235132	46150652,46151970,46176836,46198591,46215333,46218401,46220014,46232239,46243755	127,83,84,247,161,139,203,448,8623
CDPF1	NM_207327	-	46244012	46250293	6281	46245091	46248284	4	46244012,46247109,46248171,46250255	46245238,46247221,46248284,46250293	1226,112,113,38
PKDREJ	NM_006071	-	46255662	46263343	7681	46256560	46263322	1	46255662	46263343	7681
TTC38	NM_017931	+	46268007	46294008	26001	46268039	46292884	14	46268007,46268513,46272334,46273897,46275247,46278585,46281598,46283972,46285240,46287072,46288422,46289401,46289825,46292790	46268072,46268591,46272416,46274069,46275421,46278661,46281718,46284032,46285279,46287154,46288588,46289561,46289899,46294008	65,78,82,172,174,76,120,60,39,82,166,160,74,1218
GTSE1-DT	NR_024009	-	46295142	46296660	1518	46296660	46296660	1	46295142	46296660	1518
GTSE1	NM_016426	+	46296869	46330810	33941	46297400	46330130	12	46296869,46297379,46308149,46308318,46312140,46313889,46316031,46323189,46326435,46328687,46329357,46330046	46296931,46297479,46308207,46308943,46312305,46314013,46316412,46323262,46326654,46328889,46329567,46330810	62,100,58,625,165,124,381,73,219,202,210,764
TRMU	NM_001282784	+	46335713	46357340	21627	46346427	46356954	9	46335713,46337778,46346421,46350349,46352120,46352263,46353766,46355443,46356841	46335846,46337944,46346544,46350463,46352174,46352330,46353867,46355588,46357340	133,166,123,114,54,67,101,145,499
CELSR1	NM_014246	-	46361173	46537620	176447	46363177	46537170	35	46361173,46363995,46364511,46365230,46365585,46366385,46366992,46367728,46369178,46369691,46372882,46377060,46378590,46380787,46381845,46384542,46386401,46389289,46390391,46391185,46391632,46394141,46396604,46397673,46398523,46399716,46408995,46409754,46410397,46411601,46433392,46436173,46439188,46463706,46533626	46363187,46364251,46364736,46365380,46365689,46366480,46367118,46367855,46369258,46369804,46373057,46377261,46378717,46380955,46382050,46384686,46386585,46389499,46390486,46391287,46391816,46394262,46396746,46397848,46398637,46399902,46409162,46409880,46410561,46411759,46433481,46436289,46439411,46464345,46537620	2014,256,225,150,104,95,126,127,80,113,175,201,127,168,205,144,184,210,95,102,184,121,142,175,114,186,167,126,164,158,89,116,223,639,3994
GRAMD4	NM_001366660	+	46577087	46682756	105669	46577261	46682455	18	46577087,46626750,46637839,46658186,46661380,46663039,46663837,46664025,46665614,46666824,46668095,46668688,46668798,46672842,46673669,46674656,46675467,46682410	46577290,46626961,46637960,46658307,46661442,46663172,46663863,46664117,46665706,46666873,46668167,46668732,46668908,46672997,46673814,46674750,46675552,46682756	203,211,121,121,62,133,26,92,92,49,72,44,110,155,145,94,85,346
CERK	NM_022766	-	46684409	46738252	53843	46687133	46738148	13	46684409,46689991,46691571,46693426,46695209,46699312,46701635,46707842,46711085,46712167,46720085,46720901,46738006	46687206,46690200,46691777,46693503,46695315,46699465,46701710,46707988,46711149,46712293,46720208,46721015,46738252	2797,209,206,77,106,153,75,146,64,126,123,114,246
TBC1D22A	NM_001284303	+	46762616	47175699	413083	46762786	47173626	11	46762616,46793500,46878652,46891265,46894783,46912073,46974289,46997633,47037070,47111507,47173497	46762848,46793841,46878723,46891394,46894846,46912188,46974399,46997709,47037198,47111603,47175699	232,341,71,129,63,115,110,76,128,96,2202
TBC1D22A-AS1	NR_122047	-	46914091	46916042	1951	46916042	46916042	1	46914091	46916042	1951
LOC339685	NR_144462	+	47345570	47373541	27971	47373541	47373541	4	47345570,47363591,47366767,47369499	47345724,47363709,47366815,47373541	154,118,48,4042
LINC01644	NR_109967	-	47461298	47487111	25813	47487111	47487111	3	47461298,47463317,47486729	47461829,47463388,47487111	531,71,382
LINC00898	NR_033377	-	47621042	47631569	10527	47631569	47631569	6	47621042,47622455,47624467,47627161,47627437,47629327	47621101,47622952,47625633,47627242,47627577,47631569	59,497,1166,81,140,2242
LOC284930	NR_122046	+	47631673	47855600	223927	47855600	47855600	9	47631673,47635179,47686199,47686574,47686802,47687140,47704588,47738433,47854910	47631886,47635353,47686312,47686695,47686938,47687206,47704747,47738576,47855600	213,174,113,121,136,66,159,143,690
MIR3201	NR_036172	+	48274363	48274415	52	48274415	48274415	1	48274363	48274415	52
TAFA5	NM_001082967	+	48489552	48751932	262380	48489592	48749847	4	48489552,48646596,48707716,48749838	48489704,48646746,48707844,48751932	152,150,128,2094
LOC284933	NR_038917	-	48538899	48547387	8488	48547387	48547387	5	48538899,48544671,48546512,48546692,48547193	48539448,48544925,48546603,48547012,48547387	549,254,91,320,194
MIR4535	NR_039761	+	48780294	48780353	59	48780353	48780353	1	48780294	48780353	59
LINC01310	NR_038944	+	48866769	48898386	31617	48898386	48898386	7	48866769,48885052,48887012,48892665,48894403,48894734,48896797	48866847,48885112,48887212,48893132,48894615,48896143,48898386	78,60,200,467,212,1409,1589
C22orf34	NR_110523	-	49414524	49657519	242995	49657519	49657519	5	49414524,49416601,49416814,49440875,49657404	49416035,49416735,49416928,49441212,49657519	1511,134,114,337,115
MIR3667	NR_037440	-	49543392	49543466	74	49543466	49543466	1	49543392	49543466	74
BRD1	NM_001304808	-	49773282	49827873	54591	49774232	49824317	13	49773282,49775590,49776049,49777033,49777677,49787389,49794033,49797804,49798557,49798987,49804203,49822950,49827496	49774416,49775745,49776159,49777161,49777813,49787887,49794294,49798117,49798686,49799119,49804360,49824331,49827873	1134,155,110,128,136,498,261,313,129,132,157,1381,377
ZBED4	NM_014838	+	49853843	49890080	36237	49883662	49887178	2	49853843,49883333	49853989,49890080	146,6747
ALG12	NM_024105	-	49900228	49918438	18210	49903837	49913765	10	49900228,49904178,49904336,49907720,49909243,49909893,49910433,49913384,49913603,49918262	49904066,49904254,49904506,49907944,49909347,49910088,49910607,49913517,49913843,49918438	3838,76,170,224,104,195,174,133,240,176
CRELD2	NM_024324	+	49918633	49927537	8904	49918769	49927307	10	49918633,49919229,49919729,49920155,49921584,49922611,49923233,49924359,49925416,49927254	49918898,49919312,49919840,49920247,49921761,49922707,49923317,49924455,49925557,49927537	265,83,111,92,177,96,84,96,141,283
PIM3	NM_001001852	+	49960771	49964072	3301	49960947	49963127	6	49960771,49961124,49961317,49961441,49962688,49962939	49961032,49961234,49961368,49961811,49962865,49964072	261,110,51,370,177,1133
MIR6821	NR_106879	+	49962865	49962939	74	49962939	49962939	1	49962865	49962939	74
IL17REL	NM_001001694	-	49991810	50012765	20955	49997037	50001190	15	49991810,49996993,49997319,49997684,49998024,49998136,49999290,49999430,49999827,50000477,50000753,50001081,50008636,50008982,50012544	49996860,49997074,49997416,49997742,49998069,49998309,49999345,49999502,49999967,50000592,50000863,50001231,50008664,50009063,50012765	5050,81,97,58,45,173,55,72,140,115,110,150,28,81,221
TTLL8	NM_001350317	-	50018574	50058227	39653	50018783	50056935	14	50018574,50030429,50031685,50033201,50034356,50041620,50045254,50045855,50047167,50049248,50050108,50055233,50056868,50058153	50018791,50030925,50032109,50033445,50034505,50041807,50045389,50045970,50047296,50049322,50050247,50055325,50056973,50058227	217,496,424,244,149,187,135,115,129,74,139,92,105,74
MLC1	NM_001376476	-	50059390	50085875	26485	50061582	50084902	12	50059390,50064033,50068432,50070526,50074215,50076840,50077400,50079917,50080343,50083083,50084725,50085700	50061657,50064198,50068555,50070583,50074332,50076912,50077502,50080019,50080397,50083173,50084961,50085875	2267,165,123,57,117,72,102,102,54,90,236,175
MOV10L1	NM_018995	+	50090005	50161687	71682	50090088	50161449	27	50090005,50092000,50099442,50108135,50108656,50113647,50114380,50115113,50117156,50120501,50125391,50126201,50128415,50134006,50134529,50142080,50143042,50144096,50145688,50149614,50150734,50153044,50158056,50159677,50160687,50160963,50161367	50090185,50092185,50099602,50108248,50108844,50113788,50114622,50115246,50117351,50120616,50125569,50126272,50128507,50134065,50134630,50142189,50143221,50144243,50145810,50149714,50150899,50153218,50158206,50159785,50160825,50161055,50161687	180,185,160,113,188,141,242,133,195,115,178,71,92,59,101,109,179,147,122,100,165,174,150,108,138,92,320
PANX2	NR_027691	+	50170730	50180295	9565	50180295	50180295	5	50170730,50175431,50176938,50178933,50179220	50170956,50175482,50178402,50179135,50180295	226,51,1464,202,1075
